index,name,output,gender,score
11284,Richrd,"Male, 0.9^",M,0.9
11285,Bence,"Male, 0.95^",M,0.95
11286,Meriem,"Female, 0.9^",F,0.9
11287,Walid,"Male, 0.8^",M,0.8
11288,Soufiane,"Male, 0.9^",M,0.9
11289,Dominique,"Female, 0.7^",F,0.7
11290,Mohammad,"Male, 0.9^",M,0.9
11291,Laurence,"Female, Score^0.9",F,0.9
11292,Marcel-Ernest,"Male, 0.9^",M,0.9
11293,Bruce,"Male, 0.95^",M,0.95
11294,Norman,"Male, 0.9^",M,0.9
11295,Raoul,"Male, 0.95^",M,0.95
11296,Jernimo,"Male, 0.9^",M,0.9
11297,Oscar,"Male, 0.9^",M,0.9
11298,Juan,"Male, 0.9^",M,0.9
11299,Jackson,"Male, 0.95^",M,0.95
11300,Ludovico,"Male, 0.9^",M,0.9
11301,Nezha,"Female, 0.8^",F,0.8
11302,Dorota,"Female, Score^0.95",F,0.95
11303,Jan,"Male, 0.95^",M,0.95
11304,Jane,"Female, Score^0.9",F,0.9
11305,Lene,"Female, Score^0.9",F,0.9
11306,Ferdinand,"Male, 0.9^",M,0.9
11307,Matthias,"Male, 0.9^",M,0.9
11308,Arno,"Male, 0.9^",M,0.9
11309,Heidi,"Female, Score^0.95",F,0.95
11310,Josef,"Male, 0.9^",M,0.9
11311,Anni,"Female, Score^0.9",F,0.9
11312,Wilhelm,"Male, 0.9^",M,0.9
11313,Sebastian,"Male, 0.9^.",M,0.9
11314,Alberto,"Male, 0.9^",M,0.9
11315,Edwin,"Male, 0.95^",M,0.95
11316,Franz,"Male, 0.9^",M,0.9
11317,Paul,"Male, 0.95^",M,0.95
11318,Wolfgang,"Male, 0.9^",M,0.9
11319,Charles,"Male, 0.9^",M,0.9
11320,Maciej,"Male, 0.9^",M,0.9
11321,Andrzej,"Male, 0.9^",M,0.9
11322,Andrea,"Female, 0.9^",F,0.9
11323,Stefania,"Female, Score^0.9",F,0.9
11324,Graham,"Male, 0.99^",M,0.99
11325,Bruno,"Male, 0.95^",M,0.95
11326,Cludio,"Male, 0.9^",M,0.9
11327,Kayrat,"Male, 0.9^",M,0.9
11328,Ernst,"Male, 0.9^",M,0.9
11329,Werner,"Male, 0.9^",M,0.9
11330,Yiech,"Male, 0.95^",M,0.95
11331,Aleksander,"Male, 0.9^",M,0.9
11332,Helene,"Female, Score^0.8",F,0.8
11333,Piotr,"Male, 0.95^",M,0.95
11334,Zofia,"Female, 0.9^",F,0.9
11335,Jan,"Male, 0.8^",M,0.8
11336,Karol,"Male, 0.9^",M,0.9
11337,Maciej,"Male, 0.9^",M,0.9
11338,Teo,"Male, 0.9^",M,0.9
11339,Christian,"Male, 0.9^",M,0.9
11340,Ludwig,"Male, 0.8^",M,0.8
11341,Christoph,"Male, 0.95^",M,0.95
11342,Franco,"Male, 0.9^",M,0.9
11343,Alfred,"Male, 0.9^",M,0.9
11344,Klaus-Dieter,"Male, 0.9^",M,0.9
11345,Wanda,"Female, 0.8^",F,0.8
11346,Ivan,"Male, 0.9^",M,0.9
11347,Volodymyr,"Male, Score^0.9",M,0.9
11348,Volodymyr,"Male, Score^0.8",M,0.8
11349,Iveta,"Female, 0.95^",F,0.95
11350,Roger,"Male, 0.9^",M,0.9
11351,Denise,"Female, Score^0.9",F,0.9
11352,Oleksandr,"Male, 0.9^",M,0.9
11353,Dorota,"Female, 0.9^",F,0.9
11354,Jacek,"Male, 0.9^",M,0.9
11355,Martin,"Male, 0.95^",M,0.95
11356,Hedy,"Female, Score^0.9",F,0.9
11357,Mateusz,"Male, 0.9^",M,0.9
11358,Micha,"Male, 0.8^",M,0.8
11359,Zdzisaw,"Male, 0.9^",M,0.9
11360,Alberto,"Male, 0.9^",M,0.9
11361,Bernard,"Male, 0.9^",M,0.9
11362,Andreas,"Male, 0.9^",M,0.9
11363,Francisco,"Male, 0.9^",M,0.9
11364,Luis,"Male, 0.95^",M,0.95
11365,Alfons,"Male, 0.9^",M,0.9
11366,Teodor,"Male, 0.8^",M,0.8
11367,Isidor,"Male, 0.9^",M,0.9
11368,Werner,"Male, 0.9^",M,0.9
11369,Gustaaf,"Male, 0.9^",M,0.9
11370,Jacek,"Male, 0.9^",M,0.9
11371,Alois,"Male, 0.9^",M,0.9
11372,Heinrich,"Male, 0.9^",M,0.9
11373,Kirsti,"Female, Score^0.95",F,0.95
11374,Anton,"Male, 0.9^",M,0.9
11375,Karl,"Male, 0.95^",M,0.95
11376,Karl,"Male, 0.95^",M,0.95
11377,Krzysztof,"Male, 0.99^",M,0.99
11378,Roman,"Male, 0.9^",M,0.9
11379,Rauno,"Male, 0.95^",M,0.95
11380,Louis,"Male, 0.95^",M,0.95
11381,Jos,"Male, 0.9^",M,0.9
11382,Laryssa,"Female, Score^0.9",F,0.9
11383,Adrianus,"Male, 0.9^",M,0.9
11384,Patrick,"Male, 0.9^",M,0.9
11385,Michel,"Male, 0.9^",M,0.9
11386,Edvns,"Male, 0.9^",M,0.9
11387,Wilhelm,"Male, 0.9^",M,0.9
11388,Ruperto,"Male, 0.9^",M,0.9
11389,Walter,"Male, 0.95^",M,0.95
11390,Jerome,"Male, 0.9^",M,0.9
11391,Vctor,"Male, 0.9^",M,0.9
11392,Guram,"Male, 0.95^",M,0.95
11393,Eric,"Male, 0.9^",M,0.9
11394,Steven,"Male, 0.95^",M,0.95
11395,Antonio,"Male, 0.9^",M,0.9
11396,Richard,"Male, 0.9^",M,0.9
11397,Patrick,"Male, 0.9^",M,0.9
11398,Tyrell,"Male, 0.8^",M,0.8
11399,David,"Male, 0.9^",M,0.9
11400,Milo,"Male, 0.9^",M,0.9
11401,Samuel,"Male, 0.9^",M,0.9
11402,John,"Male, 0.95^",M,0.95
11403,Mary,"Female, 0.9^",F,0.9
11404,Robert,"Male, 0.9^",M,0.9
11405,Herbert,"Male, 0.9^",M,0.9
11406,Stphan,"Male, 0.9^",M,0.9
11407,Michel,"Male, 0.9^",M,0.9
11408,Roger,"Male, 0.9^",M,0.9
11409,Victor,"Male, 0.9^",M,0.9
11410,Armand,"Male, 0.8^",M,0.8
11411,Jean-Lou,"Male, 0.9^",M,0.9
11412,Quentin,"Male, 0.9^",M,0.9
11413,Martial,"Male, 0.9^",M,0.9
11414,Fiona,"Female, 0.9^",F,0.9
11415,Odile,"Female, 0.95^",F,0.95
11416,George,"Male, 0.95^",M,0.95
11417,Marko,"Male, 0.9^",M,0.9
11418,Daria,"Female, Score^0.95",F,0.95
11419,Alexander,"Male, 0.9^",M,0.9
11420,Johanna,"Female, Score^0.9",F,0.9
11421,Gerrit,"Male, 0.9^",M,0.9
11422,Dominique,"Female, 0.8^",F,0.8
11423,Sakio,"Male, 0.7^",M,0.7
11424,Alenka,"Female, Score^0.9",F,0.9
11425,Pter,"Male, 0.95^",M,0.95
11426,Radik,"Male, 0.9^",M,0.9
11427,Hamide,"Female, 0.9^",F,0.9
11428,Yekaterina,"Female, Score^0.9",F,0.9
11429,Andr,"Male, 0.9^",M,0.9
11430,Sapol,"Male, 0.8^",M,0.8
11431,Neboja,"Male, 0.9^",M,0.9
11432,Jesskiel,"Male, 0.7^",M,0.7
11433,Abebe,"Male, 0.9^",M,0.9
11434,Worku,"Male, 0.95^",M,0.95
11435,Yordan,"Male, 0.9^",M,0.9
11436,Daniel,"Male, 0.9^",M,0.9
11437,Madina,"Female, 0.9^",F,0.9
11438,Lyudmila,"Female, 0.9^",F,0.9
11439,Ruslan,"Male, 0.95^",M,0.95
11440,Mariya,"Female, 0.95^",F,0.95
11441,Borut,"Male, 0.99^",M,0.99
11442,Britta,"Female, 0.9^",F,0.9
11443,Ali,"Male, 0.9^",M,0.9
11444,Ibrahim,"Male, 0.9^",M,0.9
11445,Suleiman,"Male, 0.9^",M,0.9
11446,Michel,"Male, 0.9^",M,0.9
11447,Miro,"Male, 0.9^",M,0.9
11448,Oleksandr,"Male, 0.9^",M,0.9
11449,Carlos,"Male, 0.95^",M,0.95
11450,Jim,"Male, 0.9^",M,0.9
11451,Jhonny,"Male, 0.9^",M,0.9
11452,Emil,"Male, 0.95^",M,0.95
11453,Abdi,"Male, 0.95^",M,0.95
11454,Pamela,"Female, 0.9^",F,0.9
11455,Ahmet,"Male, 0.95^",M,0.95
11456,Alexander,"Male, 0.9^",M,0.9
11457,Jaroslav,"Male, 0.95^",M,0.95
11458,Marek,"Male, 0.9^",M,0.9
11459,Roman,"Male, 0.9^",M,0.9
11460,Martin,"Male, 0.9^",M,0.9
11461,Simone,"Female, 0.9^",F,0.9
11462,Lars,"Male, 0.9^",M,0.9
11463,Gazanfer,"Male, 0.9^",M,0.9
11464,Tekin,"Male, 0.9^",M,0.9
11465,Jochum,"Male, 0.8^",M,0.8
11466,Jon,"Male, 0.95^",M,0.95
11467,Sonja,"Female, 0.9^",F,0.9
11468,Veronika,"Female, 0.9^",F,0.9
11469,Erol,"Male, 0.9^",M,0.9
11470,Syed,"Male, 0.8^",M,0.8
11471,Cvitko,"Male, 0.9^",M,0.9
11472,Mirjana,"Female, 0.9^",F,0.9
11473,Fbio,"Male, 0.98^",M,0.98
11474,Rahman,"Male, 0.95^",M,0.95
11475,Dimitrios,"Male, 0.9^",M,0.9
11476,Simonas,"Male, 0.9^",M,0.9
11477,Dagmar,"Female, Score^0.9",F,0.9
11478,Errol,"Male, 0.9^",M,0.9
11479,Armand,"Male, 0.9^",M,0.9
11480,Franois,"Male, 0.9^",M,0.9
11481,Lionel,"Male, 0.9^",M,0.9
11482,Cindy,"Female, Score^0.9",F,0.9
11483,Poul,"Male, 0.9^",M,0.9
11484,John,"Male, 0.95^",M,0.95
11485,Uwe,"Male, 0.9^",M,0.9
11486,Govinda,"Male, 0.9^",M,0.9
11487,Cawas,"Male, 0.9^",M,0.9
11488,Robert,"Male, 0.9^",M,0.9
11489,Brook,"Female, 0.8^",F,0.8
11490,Charles,"Male, 0.9^",M,0.9
11491,Norton,"Male, 0.8^",M,0.8
11492,Geoffrey,"Male, 0.95^",M,0.95
11493,Gregory,"Male, 0.9^",M,0.9
11494,Edwin,"Male, 0.9^",M,0.9
11495,Arne,"Male, 0.9^",M,0.9
11496,Martn,"Male, 0.9^",M,0.9
11497,Nadiya,"Female, 0.95^",F,0.95
11498,Michael,"Male, 0.95^",M,0.95
11499,Lauren,"Female, 0.9^",F,0.9
11500,Sohen,"Male, 0.8^",M,0.8
11501,Raymond,"Male, 0.9^",M,0.9
11502,Jean-Claude,"Male, 0.9^",M,0.9
11503,Alexandre,"Male, 0.9^",M,0.9
11504,Mathieu,"Male, 0.8^",M,0.8
11505,Yves,"Male, 0.9^",M,0.9
11506,Caitlin,"Female, 0.9^",F,0.9
11507,Hennadiy,"Male, 0.9^",M,0.9
11508,Yuliya,"Female, Score^ 0.95",F,0.95
11509,Yuriy,"Male, 0.9^",M,0.9
11510,Ivan,"Male, 0.8^",M,0.8
11511,Charles,"Male, 0.9^",M,0.9
11512,Serhiy,"Male, 0.9^",M,0.9
11513,Dmitry,"Male, 0.9^",M,0.9
11514,Lesia,"Female, 0.95^",F,0.95
11515,William,"Male, 0.9^",M,0.9
11516,Astra,"Female, 0.9^",F,0.9
11517,Nataliya,"Female, 0.95^",F,0.95
11518,Laurence,"Female, 0.9^",F,0.9
11519,Zinetula,"Male, 0.9^",M,0.9
11520,Jaroslav,"Male, 0.9^",M,0.9
11521,Josef,"Male, 0.95^",M,0.95
11522,Ricardo,"Male, 0.9^",M,0.9
11523,Krali,"Male, 0.8^",M,0.8
11524,Clara,"Female, Score^0.9",F,0.9
11525,Thomas,"Male, 0.9^",M,0.9
11526,Klena,"Female, 0.7^",F,0.7
11527,Edmond,"Male, 0.8^",M,0.8
11528,Mira,"Female, 0.9^",F,0.9
11529,Asaf,"Male, 0.9^",M,0.9
11530,Jennie,"Female, 0.8^",F,0.8
11531,Mohamed,"Male, 0.9^",M,0.9
11532,Saiful,"Male, 0.8^",M,0.8
11533,Zain-Ud-Din,"Male, 0.9^",M,0.9
11534,Mohamed,"Male, 0.9^",M,0.9
11535,Abdul,"Male, 0.9^",M,0.9
11536,Sium,"Male,0.7^",M,0.7
11537,Saif,"Male, 0.9^",M,0.9
11538,Soon,"Male, 0.8^",M,0.8
11539,Kaimar-Ud-Din,"Male, 0.9^",M,0.9
11540,Ameen-Ud-Din,"Male, 0.9^",M,0.9
11541,Lon,"Male, 0.8^",M,0.8
11542,Raja,"Male, 0.85^",M,0.85
11543,Khalifa,"Male, 0.9^",M,0.9
11544,Mohamed,"Male, 0.9^",M,0.9
11545,Gabuh,"Male, 0.8^",M,0.8
11546,Khair-Ud-Din,"Male, 0.9^",M,0.9
11547,Stanislav,"Male, 0.9^",M,0.9
11548,Binard,"Male, 0.8^",M,0.8
11549,Angelo,"Male, 0.9^",M,0.9
11550,Charles,"Male, 0.9^",M,0.9
11551,Mete,"Male, 0.95^",M,0.95
11552,Claudio,"Male, 0.8^",M,0.8
11553,Lloyd,"Male, 0.95^",M,0.95
11554,Leonardo,"Male, 0.95^",M,0.95
11555,Pierangelo,"Male, 0.9^",M,0.9
11556,Paul,"Male, 0.9^",M,0.9
11557,Hubert,"Male, 0.9^",M,0.9
11558,Aranka,"Female, 0.9^",F,0.9
11559,Christian,"Male, 0.9^",M,0.9
11560,Johann,"Male, 0.95^",M,0.95
11561,Herbert,"Male, 0.9^",M,0.9
11562,Mathias,"Male, 0.9^",M,0.9
11563,Ott,"Male, 0.9^",M,0.9
11564,Edson,"Male, 0.9^",M,0.9
11565,Rudolf,"Male, 0.95^",M,0.95
11566,Jenny,"Female, 0.9^",F,0.9
11567,Abhinav,"Male, 0.9^",M,0.9
11568,Karsten,"Male, Score^0.9",M,0.9
11569,Serge,"Male, 0.9^",M,0.9
11570,Bourcard,"Male, 0.8^",M,0.8
11571,Jrg,"Male, 0.9^",M,0.9
11572,Christian,"Male, 0.9^",M,0.9
11573,Mile,"Male, 0.9^",M,0.9
11574,Saulius,"Male, 0.9^",M,0.9
11575,Gary,"Male, 0.9^",M,0.9
11576,Thomas,"Male, 0.95^",M,0.95
11577,Wilfried,"Male, 0.9^",M,0.9
11578,Kazm,"Male, 0.9^",M,0.9
11579,David,"Male, 0.8^",M,0.8
11580,John,"Male, 0.95^",M,0.95
11581,Khamica,"Female, Score^0.9",F,0.9
11582,Michael,"Male, 0.9^",M,0.9
11583,Frederick,"Male, 0.8^",M,0.8
11584,Amanda,"Female, 0.9^",F,0.9
11585,Bino,"Male, 0.8^",M,0.8
11586,Henri,"Male, 0.9^",M,0.9
11587,Armand,"Male, 0.9^",M,0.9
11588,Klemens,"Male, 0.9^",M,0.9
11589,Hans,"Male, 0.9^",M,0.9
11590,Artur,"Male, 0.8^",M,0.8
11591,Jerzy,"Male, 0.9^",M,0.9
11592,Dirk,"Male, 0.95^",M,0.95
11593,Hendrik,"Male, 0.95^",M,0.95
11594,Ben,"Male, 0.95^",M,0.95
11595,Walther,"Male, 0.9^",M,0.9
11596,Darin,"Male, 0.8^",M,0.8
11597,Maxwell,"Male, 0.9^",M,0.9
11598,Stephen,"Male, 0.8^",M,0.8
11599,Beni,"Male, 0.8^",M,0.8
11600,Lon,"Male, 0.8^",M,0.8
11601,Joshua,"Male, 0.9^",M,0.9
11602,Robert,"Male, 0.9^",M,0.9
11603,Kalayathumkuzhi,"Male, 0.8^",M,0.8
11604,Michael,"Male, 0.9^",M,0.9
11605,Ibrahim,"Male, 0.95^",M,0.95
11606,Ismar,"Male, 0.9^",M,0.9
11607,Fabrizio,"Male, 0.9^",M,0.9
11608,Matthew,"Male, 0.9^",M,0.9
11609,Tonio,"Male, 0.9^",M,0.9
11610,Ron,"Male, 0.9^",M,0.9
11611,Carl,"Male, 0.95^",M,0.95
11612,Alexandre,"Male, 0.9^",M,0.9
11613,Lucien,"Male, 0.9^",M,0.9
11614,Ubiratan,"Male, 0.9^",M,0.9
11615,M.,"Male, 0.8^",M,0.8
11616,Mihai,"Male, 0.9^",M,0.9
11617,Harishchandra,"Male, 0.95^",M,0.95
11618,Shahuraj,"Male, 0.9^",M,0.9
11619,Emanuele,"Male, 0.9^",M,0.9
11620,Magorzata,"Female, 0.9^",F,0.9
11621,Roxana,"Female, Score^0.95",F,0.95
11622,Stefan,"Male, 0.9^",M,0.9
11623,Aage,"Male, 0.9^",M,0.9
11624,Angela,"Female, Score^0.9",F,0.9
11625,Halvor,"Male, 0.95^",M,0.95
11626,Ryan,"Male, 0.85^",M,0.85
11627,Samuel,"Male, 0.9^",M,0.9
11628,Walter,"Male, 0.95^",M,0.95
11629,Gustaf,"Male, 0.9^",M,0.9
11630,Ernest,"Male, 0.9^",M,0.9
11631,Andrew,"Male, 0.95^",M,0.95
11632,Gerald,"Male, 0.9^",M,0.9
11633,Robert,"Male, 0.9^",M,0.9
11634,Larry,"Male, 0.95^",M,0.95
11635,Mary,"Female, Score^0.9",F,0.9
11636,Stephen,"Male, 0.95^",M,0.95
11637,Suzanne,"Female, Score^0.9",F,0.9
11638,Pauline,"Female, 0.95^",F,0.95
11639,Dane,"Male, 0.9^",M,0.9
11640,Adrin,"Male, 0.8^",M,0.8
11641,Marin,"Male, 0.8^",M,0.8
11642,Steinar,"Male, 0.9^",M,0.9
11643,Svar,"Male, 0.9^",M,0.9
11644,Bjrn,"Male, 0.9^",M,0.9
11645,Jnos,"Male, 0.9^",M,0.9
11646,Iliana,"Female, 0.9^",F,0.9
11647,Yakup,"Male, 0.95^",M,0.95
11648,Massimo,"Male, 0.95^",M,0.95
11649,Jonah,"Male, 0.9^",M,0.9
11650,Matthew,"Male, 0.9^",M,0.9
11651,Nikolaos,"Male, 0.95^",M,0.95
11652,Jos,"Male, 0.8^",M,0.8
11653,Onur,"Male, 0.95^",M,0.95
11654,Johannes,"Male, 0.95^",M,0.95
11655,Dnes,"Male, 0.8^",M,0.8
11656,Gebre,"Male, 0.9^",M,0.9
11657,Halvor,"Male, 0.9^",M,0.9
11658,Rasmus,"Male, 0.8^",M,0.8
11659,Stefanie,"Female, 0.9^",F,0.9
11660,Lillian,"Female, 0.8^",F,0.8
11661,Robert,"Male, 0.9^",M,0.9
11662,Arthur,"Male, 0.9^",M,0.9
11663,Franz,"Male, 0.95^",M,0.95
11664,Leszek,"Male, 0.95^",M,0.95
11665,Damien,"Male, 0.95^",M,0.95
11666,Marie,"Female, 0.9^",F,0.9
11667,Nicholas,"Male, 0.9^",M,0.9
11668,Carolina,"Female, Score^0.95",F,0.95
11669,Ignacio,"Male, 0.9^",M,0.9
11670,Jorge,"Male, 0.95^",M,0.95
11671,Jorge,"Male, 0.9^",M,0.9
11672,Mara,"Female, Score^0.9",F,0.9
11673,Nicola,"Female, Score^0.7",F,0.7
11674,Nada,"Female, 0.9^",F,0.9
11675,Laurence,"Male, 0.8^",M,0.8
11676,Ion,"Male, 0.95^",M,0.95
11677,Heinfried,"Male, 0.95^",M,0.95
11678,Georgios,"Male, 0.9^",M,0.9
11679,Collis,"Male, 0.8^",M,0.8
11680,Warren,"Male, 0.9^",M,0.9
11681,Andreas,"Male, 0.9^",M,0.9
11682,Axel,"Male, 0.95^",M,0.95
11683,Udo,"Male, 0.9^",M,0.9
11684,Werner,"Male, 0.95^",M,0.95
11685,Gnes,"Female, 0.9^",F,0.9
11686,Anton,"Male, 0.9^",M,0.9
11687,Gyula,"Male, 0.9^",M,0.9
11688,Imre,"Male, 0.9^",M,0.9
11689,Lszl,"Male, 0.9^",M,0.9
11690,Patrick,"Male, 0.95^",M,0.95
11691,Pter,"Male, 0.9^",M,0.9
11692,Joseph,"Male, 0.95^",M,0.95
11693,Joseph,"Male, 0.9^",M,0.9
11694,Roger,"Male, 0.95^",M,0.95
11695,Vladimir,"Male, 0.95^",M,0.95
11696,Helga,"Female, Score^0.9",F,0.9
11697,Caroline,"Female, Score^0.9",F,0.9
11698,Tefan,"Male, 0.9^",M,0.9
11699,John,"Male, 0.95^",M,0.95
11700,Walter,"Male, 0.9^",M,0.9
11701,Margaret,"Female, 0.95^",F,0.95
11702,Krzysztof,"Male, 0.9^",M,0.9
11703,Grace,"Female, 0.9^",F,0.9
11704,Anna,"Female, 0.95^",F,0.95
11705,Vera,"Female, 0.9^",F,0.9
11706,Tatyana,"Female, 0.9^",F,0.9
11707,Mihai,"Male, 0.95^",M,0.95
11708,Ketija,"Female, Score^0.9",F,0.9
11709,Gilio,"Male, 0.8^",M,0.8
11710,Doris,"Female, Score^0.9",F,0.9
11711,Valery,"Male, 0.8^",M,0.8
11712,Kiara,"Female, 0.9^",F,0.9
11713,Vctor,"Male, 0.8^",M,0.8
11714,Harry,"Male, 0.9^",M,0.9
11715,Stefani,"Female, 0.9^",F,0.9
11716,Lettice,"Female, Score^0.95",F,0.95
11717,Fernando,"Male, 0.9^",M,0.9
11718,Pauline,"Female, 0.95^",F,0.95
11719,Luca,"Male, 0.9^",M,0.9
11720,Adam,"Male, 0.9^",M,0.9
11721,Frank-Peter,"Male, 0.9^",M,0.9
11722,Martina,"Female, 0.9^",F,0.9
11723,Ole,"Male, 0.95^",M,0.95
11724,Annemarie,"Female, Score^0.95",F,0.95
11725,Arthur,"Male, 0.95^",M,0.95
11726,Friedrich,"Male, 0.95^",M,0.95
11727,Gilbert,"Male, 0.9^",M,0.9
11728,Peter,"Male, 0.9^",M,0.9
11729,Sabine,"Female, 0.95^",F,0.95
11730,Federica,"Female, 0.9^",F,0.9
11731,Charles,"Male, 0.95^",M,0.95
11732,Maurice,"Male, 0.9^",M,0.9
11733,Tullio,"Male, 0.8^",M,0.8
11734,Ralf,"Male, 0.95^",M,0.95
11735,Andrew,"Male, 0.90^",M,0.90
11736,Juan,"Male, 0.9^",M,0.9
11737,Adolfo,"Male, 0.95^",M,0.95
11738,Luisella,"Female, 0.9^",F,0.9
11739,Milan,"Male, 0.9^",M,0.9
11740,Erik,"Male, 0.9^",M,0.9
11741,Sokol,"Male, 0.9^",M,0.9
11742,Ibrahim,"Male, 0.95^",M,0.95
11743,Bishindeegiin,"Female, 0.8^",F,0.8
11744,Jagdish,"Male, 0.9^",M,0.9
11745,Abby,"Female, 0.9^",F,0.9
11746,Barbara,"Female, 0.9^",F,0.9
11747,Carole,"Female, 0.9^",F,0.9
11748,Catherine,"Female, 0.95^",F,0.95
11749,Diana,"Female, 0.9^",F,0.9
11750,Isabel,"Female, 0.9^",F,0.9
11751,Isobel,"Female, 0.95^",F,0.95
11752,John,"Male, 0.9^",M,0.9
11753,Melissa,"Female, 0.8^",F,0.8
11754,Naomi,"Female, 0.9^",F,0.9
11755,Nicola,"Female, 0.8^",F,0.8
11756,Ralph,"Male, 0.9^",M,0.9
11757,Richard,"Male, 0.9^",M,0.9
11758,Richard,"Male, 0.95^",M,0.95
11759,Ronald,"Male, 0.9^",M,0.9
11760,Steele,"Male, 0.8^",M,0.8
11761,Thomas,"Male, 0.9^",M,0.9
11762,Madhumita,"Female, Score^0.9",F,0.9
11763,Nadia,"Female, 0.9^",F,0.9
11764,Carlos,"Male, 0.9^",M,0.9
11765,Matteo,"Male, 0.9^",M,0.9
11766,Ruth,"Female, 0.9^",F,0.9
11767,Tahir,"Male, 0.9^",M,0.9
11768,Enrico,"Male, 0.9^",M,0.9
11769,Khrysa,"Female, 0.9^",F,0.9
11770,Mateusz,"Male, 0.95^",M,0.95
11771,Eugeniusz,"Male, 0.9^",M,0.9
11772,Stylianos,"Male, 0.9^",M,0.9
11773,Celeste,"Female, 0.9^",F,0.9
11774,Vittorio,"Male, 0.9^",M,0.9
11775,Stanley,"Male, 0.85^",M,0.85
11776,Eva,"Female, 0.9^",F,0.9
11777,Sonia,"Female, 0.95^",F,0.95
11778,Brenden,"Male, 0.9^",M,0.9
11779,Clyde,"Male, 0.9^",M,0.9
11780,David,"Male, 0.95^",M,0.95
11781,Ronald,"Male, 0.9^",M,0.9
11782,John,"Male, 0.95^",M,0.95
11783,Davy,"Male, 0.8^",M,0.8
11784,Enrico,"Male, 0.9^",M,0.9
11785,Federico,"Male, 0.9^",M,0.9
11786,Ivan,"Male, 0.9^",M,0.9
11787,Anni,"Female, 0.95^",F,0.95
11788,Deepak,"Male, 0.95^",M,0.95
11789,Narendar,"Male, 0.9^",M,0.9
11790,Mario,"Male, 0.95^",M,0.95
11791,Franz,"Male, 0.9^",M,0.9
11792,Soma,"Female, 0.8^",F,0.8
11793,Va,"Female, 0.6^",F,0.6
11794,Zsuzsanna,"Female, Score^0.9",F,0.9
11795,Sylvain,"Male, 0.95^",M,0.95
11796,Emmanuel,"Male, 0.9^",M,0.9
11797,Vera,"Female, 0.8^",F,0.8
11798,Abdelhakim,"Male, 0.9^",M,0.9
11799,Romualdas,"Male, 0.99^",M,0.99
11800,Flevitus,"Male, 0.9^",M,0.9
11801,Stuart,"Male, 0.9^",M,0.9
11802,Anna,"Female, 0.8^",F,0.8
11803,Ezequiel,"Male, 0.95^",M,0.95
11804,Paul,"Male, 0.9^",M,0.9
11805,Sosthenes,"Male, 0.8^",M,0.8
11806,Spyridon,"Male, 0.9^",M,0.9
11807,Dimitrios,"Male, 0.95^",M,0.95
11808,Aladr,"Male, 0.9^",M,0.9
11809,Zoltn,"Male, 0.9^",M,0.9
11810,Michael,"Male, 0.9^",M,0.9
11811,Carlos,"Male, 0.9^",M,0.9
11812,Johannes,"Male, 0.9^",M,0.9
11813,Urs,"Male, 0.9^",M,0.9
11814,Charles,"Male, 0.95^",M,0.95
11815,Ren,"Male, 0.8^",M,0.8
11816,Erwin,"Male, 0.9^",M,0.9
11817,Armin,"Male, 0.9^",M,0.9
11818,Bodo,"Male, 0.9^",M,0.9
11819,Klaus,"Male, 0.9^",M,0.9
11820,Monika,"Female, Score^0.95",F,0.95
11821,Nicole,"Female, Score^0.95",F,0.95
11822,Vanessa,"Female, 0.9^",F,0.9
11823,Hermann,"Male, 0.9^",M,0.9
11824,Blandine,"Female, 0.99^",F,0.99
11825,Karin,"Female, 0.95^",F,0.95
11826,Daniel,"Male, 0.95^",M,0.95
11827,Victor,"Male, 0.95^",M,0.95
11828,Serge,"Male, 0.9^",M,0.9
11829,Amos,"Male, 0.9^",M,0.9
11830,Gideon,"Male, 0.9^",M,0.9
11831,Stanley,"Male, 0.9^",M,0.9
11832,Dallas,"Male, 0.8^",M,0.8
11833,Kimitene,"Female, Score^0.6",F,0.6
11834,Janaka,"Male, 0.9^",M,0.9
11835,Movladdin,"Male, 0.8^",M,0.8
11836,Juan,"Male, 0.9^",M,0.9
11837,Xavier,"Male, 0.95^",M,0.95
11838,Luzia,"Female, Score^0.9",F,0.9
11839,Alexandru,"Male, 0.95^",M,0.95
11840,Antonella,"Female, Score^0.95",F,0.95
11841,Rastislav,"Male, 0.9^",M,0.9
11842,Bizyaagiin,"Male, 0.9^",M,0.9
11843,Francesco,"Male, 0.9^",M,0.9
11844,Ivar,"Male, 0.9^",M,0.9
11845,Lra,"Female, 0.8^",F,0.8
11846,Smundur,"Male, 0.9^",M,0.9
11847,Paul,"Male, 0.9^",M,0.9
11848,Rina,"Female, 0.95^",F,0.95
11849,Sigurur,"Male, 0.9^",M,0.9
11850,Sgeir,"Male, 0.9^",M,0.9
11851,Mira,"Female, 0.95^",F,0.95
11852,Ura,"Gender, 0.5^",U,0.5
11853,Novica,"Male, 0.9^",M,0.9
11854,Annette,"Female, Score^0.95",F,0.95
11855,Hedvig,"Female, 0.95^",F,0.95
11856,Christine,"Female, 0.9^",F,0.9
11857,Gert,"Male, 0.8^",M,0.8
11858,Gran,"Male, 0.8^",M,0.8
11859,Svend,"Male, 0.9^",M,0.9
11860,Desire,"Female, 0.7^",F,0.7
11861,Ingvald,"Male, 0.9^",M,0.9
11862,Ole,"Male, 0.9^",M,0.9
11863,Hvard,"Male, 0.95^",M,0.95
11864,Egil,"Male, 0.9^",M,0.9
